/home/e/e1415353/my_projects/miniconda3/envs/ml/lib/python3.10/site-packages/requests/__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
2025-09-24 04:01:29.444 | INFO     | __main__:set_random_seed:200 - Set random seed to 42
2025-09-24 04:02:11.527 | INFO     | __main__:<module>:334 - Starting training...
2025-09-24 04:02:11.527 | INFO     | __main__:<module>:335 - Training steps: 6000
2025-09-24 04:02:11.527 | INFO     | __main__:<module>:336 - Batch size: 12
2025-09-24 04:02:11.527 | INFO     | __main__:<module>:337 - Gradient accumulation steps: 6
2025-09-24 04:02:11.527 | INFO     | __main__:<module>:338 - Learning rate: 0.0035
Qwen3ForCausalLM(
  (model): Qwen3Model(
    (embed_tokens): Embedding(151936, 1024)
    (layers): ModuleList(
      (0-27): 28 x Qwen3DecoderLayer(
        (self_attn): Qwen3Attention(
          (q_proj): Linear(in_features=1024, out_features=2048, bias=False)
          (k_proj): Linear(in_features=1024, out_features=1024, bias=False)
          (v_proj): Linear(in_features=1024, out_features=1024, bias=False)
          (o_proj): Linear(in_features=2048, out_features=1024, bias=False)
          (q_norm): Qwen3RMSNorm((128,), eps=1e-06)
          (k_norm): Qwen3RMSNorm((128,), eps=1e-06)
        )
        (mlp): Qwen3MLP(
          (gate_proj): Linear(in_features=1024, out_features=3072, bias=False)
          (up_proj): Linear(in_features=1024, out_features=3072, bias=False)
          (down_proj): Linear(in_features=3072, out_features=1024, bias=False)
          (act_fn): SiLU()
        )
        (input_layernorm): Qwen3RMSNorm((1024,), eps=1e-06)
        (post_attention_layernorm): Qwen3RMSNorm((1024,), eps=1e-06)
      )
    )
    (norm): Qwen3RMSNorm((1024,), eps=1e-06)
    (rotary_emb): Qwen3RotaryEmbedding()
  )
  (lm_head): Linear(in_features=1024, out_features=151936, bias=False)
)
{'loss': 12.0055, 'grad_norm': 2.6875, 'learning_rate': 0.0001575, 'epoch': 0.0016666666666666668, 'num_input_tokens_seen': 92160, 'train_runtime': 22.1226, 'train_tokens_per_second': 4165.868}
{'loss': 11.801, 'grad_norm': 4.375, 'learning_rate': 0.0003325, 'epoch': 0.0033333333333333335, 'num_input_tokens_seen': 184320, 'train_runtime': 36.0057, 'train_tokens_per_second': 5119.183}
{'loss': 11.0511, 'grad_norm': 8.0625, 'learning_rate': 0.0005074999999999999, 'epoch': 0.005, 'num_input_tokens_seen': 276480, 'train_runtime': 50.3018, 'train_tokens_per_second': 5496.426}
{'loss': 9.4993, 'grad_norm': 7.53125, 'learning_rate': 0.0006825000000000001, 'epoch': 0.006666666666666667, 'num_input_tokens_seen': 368640, 'train_runtime': 64.1023, 'train_tokens_per_second': 5750.811}
{'loss': 8.3518, 'grad_norm': 4.1875, 'learning_rate': 0.0008575, 'epoch': 0.008333333333333333, 'num_input_tokens_seen': 460800, 'train_runtime': 77.9424, 'train_tokens_per_second': 5912.056}
{'loss': 8.1048, 'grad_norm': 2.578125, 'learning_rate': 0.0010325, 'epoch': 0.01, 'num_input_tokens_seen': 552960, 'train_runtime': 92.1603, 'train_tokens_per_second': 5999.984}
{'loss': 8.0442, 'grad_norm': 2.390625, 'learning_rate': 0.0012075, 'epoch': 0.011666666666666667, 'num_input_tokens_seen': 645120, 'train_runtime': 106.023, 'train_tokens_per_second': 6084.716}
{'loss': 8.0031, 'grad_norm': 1.9921875, 'learning_rate': 0.0013825, 'epoch': 0.013333333333333334, 'num_input_tokens_seen': 737280, 'train_runtime': 119.8638, 'train_tokens_per_second': 6150.979}
{'loss': 7.9843, 'grad_norm': 2.46875, 'learning_rate': 0.0015575, 'epoch': 0.015, 'num_input_tokens_seen': 829440, 'train_runtime': 133.9943, 'train_tokens_per_second': 6190.112}
{'loss': 7.8744, 'grad_norm': 2.203125, 'learning_rate': 0.0017325, 'epoch': 0.016666666666666666, 'num_input_tokens_seen': 921600, 'train_runtime': 147.6916, 'train_tokens_per_second': 6240.031}
{'loss': 7.8319, 'grad_norm': 2.921875, 'learning_rate': 0.0019075000000000001, 'epoch': 0.018333333333333333, 'num_input_tokens_seen': 1013760, 'train_runtime': 161.4328, 'train_tokens_per_second': 6279.764}
{'loss': 7.7502, 'grad_norm': 2.546875, 'learning_rate': 0.0020825, 'epoch': 0.02, 'num_input_tokens_seen': 1105920, 'train_runtime': 176.3198, 'train_tokens_per_second': 6272.238}
{'loss': 7.6511, 'grad_norm': 2.9375, 'learning_rate': 0.0022575, 'epoch': 0.021666666666666667, 'num_input_tokens_seen': 1198080, 'train_runtime': 190.1089, 'train_tokens_per_second': 6302.071}
{'loss': 7.5729, 'grad_norm': 3.609375, 'learning_rate': 0.0024324999999999998, 'epoch': 0.023333333333333334, 'num_input_tokens_seen': 1290240, 'train_runtime': 204.1896, 'train_tokens_per_second': 6318.833}
{'loss': 7.5004, 'grad_norm': 2.65625, 'learning_rate': 0.0026075, 'epoch': 0.025, 'num_input_tokens_seen': 1382400, 'train_runtime': 217.8557, 'train_tokens_per_second': 6345.484}
{'loss': 7.3859, 'grad_norm': 2.3125, 'learning_rate': 0.0027825000000000003, 'epoch': 0.02666666666666667, 'num_input_tokens_seen': 1474560, 'train_runtime': 231.6649, 'train_tokens_per_second': 6365.055}
