/home/e/e1415353/my_projects/miniconda3/envs/ml/lib/python3.10/site-packages/requests/__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
2025-09-24 00:36:48.994 | INFO     | __main__:set_random_seed:221 - Set random seed to 42
2025-09-24 00:37:29.090 | INFO     | __main__:<module>:352 - Starting training...
2025-09-24 00:37:29.091 | INFO     | __main__:<module>:353 - Training steps: 3000
2025-09-24 00:37:29.091 | INFO     | __main__:<module>:354 - Batch size: 4
2025-09-24 00:37:29.091 | INFO     | __main__:<module>:355 - Gradient accumulation steps: 8
2025-09-24 00:37:29.091 | INFO     | __main__:<module>:356 - Learning rate: 0.0002
Qwen3ForCausalLM(
  (model): Qwen3Model(
    (embed_tokens): Embedding(151936, 1024)
    (layers): ModuleList(
      (0-27): 28 x Qwen3DecoderLayer(
        (self_attn): Qwen3Attention(
          (q_proj): Linear(in_features=1024, out_features=2048, bias=False)
          (k_proj): Linear(in_features=1024, out_features=1024, bias=False)
          (v_proj): Linear(in_features=1024, out_features=1024, bias=False)
          (o_proj): Linear(in_features=2048, out_features=1024, bias=False)
          (q_norm): Qwen3RMSNorm((128,), eps=1e-06)
          (k_norm): Qwen3RMSNorm((128,), eps=1e-06)
        )
        (mlp): Qwen3MLP(
          (gate_proj): Linear(in_features=1024, out_features=3072, bias=False)
          (up_proj): Linear(in_features=1024, out_features=3072, bias=False)
          (down_proj): Linear(in_features=3072, out_features=1024, bias=False)
          (act_fn): SiLU()
        )
        (input_layernorm): Qwen3RMSNorm((1024,), eps=1e-06)
        (post_attention_layernorm): Qwen3RMSNorm((1024,), eps=1e-06)
      )
    )
    (norm): Qwen3RMSNorm((1024,), eps=1e-06)
    (rotary_emb): Qwen3RotaryEmbedding()
  )
  (lm_head): Linear(in_features=1024, out_features=151936, bias=False)
)
{'loss': 12.0405, 'grad_norm': 3.640625, 'learning_rate': 6.533333333333334e-05, 'epoch': 0.016666666666666666, 'num_input_tokens_seen': 403168, 'train_runtime': 83.1762, 'train_tokens_per_second': 4847.159}
{'loss': 11.6592, 'grad_norm': 7.90625, 'learning_rate': 0.000132, 'epoch': 0.03333333333333333, 'num_input_tokens_seen': 806624, 'train_runtime': 160.9416, 'train_tokens_per_second': 5011.906}
{'loss': 9.9644, 'grad_norm': 8.625, 'learning_rate': 0.00019866666666666668, 'epoch': 0.05, 'num_input_tokens_seen': 1212128, 'train_runtime': 238.6578, 'train_tokens_per_second': 5078.938}
{'loss': 8.3205, 'grad_norm': 3.296875, 'learning_rate': 0.000199854163376247, 'epoch': 0.06666666666666667, 'num_input_tokens_seen': 1616544, 'train_runtime': 316.3579, 'train_tokens_per_second': 5109.858}
{'loss': 7.9224, 'grad_norm': 2.234375, 'learning_rate': 0.00019940513369490516, 'epoch': 0.08333333333333333, 'num_input_tokens_seen': 2023680, 'train_runtime': 395.7116, 'train_tokens_per_second': 5114.028}
{'loss': 7.862, 'grad_norm': 1.890625, 'learning_rate': 0.00019865421388964383, 'epoch': 0.1, 'num_input_tokens_seen': 2429248, 'train_runtime': 473.3315, 'train_tokens_per_second': 5132.233}
{'loss': 7.7903, 'grad_norm': 2.390625, 'learning_rate': 0.00019760368447923146, 'epoch': 0.11666666666666667, 'num_input_tokens_seen': 2830656, 'train_runtime': 550.9331, 'train_tokens_per_second': 5137.931}
{'loss': 7.7815, 'grad_norm': 2.0, 'learning_rate': 0.00019625673588696008, 'epoch': 0.13333333333333333, 'num_input_tokens_seen': 3234368, 'train_runtime': 628.8716, 'train_tokens_per_second': 5143.13}
{'loss': 7.6808, 'grad_norm': 1.796875, 'learning_rate': 0.00019461745875143477, 'epoch': 0.15, 'num_input_tokens_seen': 3638528, 'train_runtime': 706.6319, 'train_tokens_per_second': 5149.114}
{'loss': 7.6201, 'grad_norm': 2.140625, 'learning_rate': 0.00019269083150343859, 'epoch': 0.16666666666666666, 'num_input_tokens_seen': 4040224, 'train_runtime': 784.3368, 'train_tokens_per_second': 5151.134}
{'loss': 7.6106, 'grad_norm': 1.8984375, 'learning_rate': 0.00019048270524660196, 'epoch': 0.18333333333333332, 'num_input_tokens_seen': 4444640, 'train_runtime': 864.1477, 'train_tokens_per_second': 5143.38}
{'loss': 7.5461, 'grad_norm': 2.296875, 'learning_rate': 0.00018799978598779322, 'epoch': 0.2, 'num_input_tokens_seen': 4850112, 'train_runtime': 942.9766, 'train_tokens_per_second': 5143.407}
{'loss': 7.5207, 'grad_norm': 1.84375, 'learning_rate': 0.00018524961427119615, 'epoch': 0.21666666666666667, 'num_input_tokens_seen': 5252576, 'train_runtime': 1020.7016, 'train_tokens_per_second': 5146.045}
{'loss': 7.4792, 'grad_norm': 2.4375, 'learning_rate': 0.00018224054227792524, 'epoch': 0.23333333333333334, 'num_input_tokens_seen': 5655872, 'train_runtime': 1098.2857, 'train_tokens_per_second': 5149.727}
{'loss': 7.444, 'grad_norm': 1.9765625, 'learning_rate': 0.00017898170846072592, 'epoch': 0.25, 'num_input_tokens_seen': 6058464, 'train_runtime': 1176.6984, 'train_tokens_per_second': 5148.698}
{'loss': 7.445, 'grad_norm': 2.0625, 'learning_rate': 0.00017548300979079414, 'epoch': 0.26666666666666666, 'num_input_tokens_seen': 6461600, 'train_runtime': 1254.0133, 'train_tokens_per_second': 5152.736}
{'loss': 7.3859, 'grad_norm': 1.9921875, 'learning_rate': 0.0001717550717010001, 'epoch': 0.2833333333333333, 'num_input_tokens_seen': 6865728, 'train_runtime': 1331.8617, 'train_tokens_per_second': 5154.986}
{'loss': 7.3808, 'grad_norm': 1.9296875, 'learning_rate': 0.00016780921581679764, 'epoch': 0.3, 'num_input_tokens_seen': 7269920, 'train_runtime': 1409.7783, 'train_tokens_per_second': 5156.783}
{'loss': 7.3577, 'grad_norm': 1.8203125, 'learning_rate': 0.00016365742557282017, 'epoch': 0.31666666666666665, 'num_input_tokens_seen': 7672512, 'train_runtime': 1487.5696, 'train_tokens_per_second': 5157.75}
{'loss': 7.3446, 'grad_norm': 2.375, 'learning_rate': 0.00015931230981958326, 'epoch': 0.3333333333333333, 'num_input_tokens_seen': 8077376, 'train_runtime': 1565.6158, 'train_tokens_per_second': 5159.233}
{'loss': 7.3061, 'grad_norm': 2.25, 'learning_rate': 0.00015478706453082017, 'epoch': 0.35, 'num_input_tokens_seen': 8480096, 'train_runtime': 1645.2031, 'train_tokens_per_second': 5154.437}
{'loss': 7.297, 'grad_norm': 3.078125, 'learning_rate': 0.00015009543272774325, 'epoch': 0.36666666666666664, 'num_input_tokens_seen': 8882112, 'train_runtime': 1723.382, 'train_tokens_per_second': 5153.885}
{'loss': 7.2846, 'grad_norm': 2.015625, 'learning_rate': 0.00014525166274194037, 'epoch': 0.38333333333333336, 'num_input_tokens_seen': 9283744, 'train_runtime': 1801.5823, 'train_tokens_per_second': 5153.106}
{'loss': 7.2625, 'grad_norm': 2.09375, 'learning_rate': 0.00014027046494366, 'epoch': 0.4, 'num_input_tokens_seen': 9688416, 'train_runtime': 1879.653, 'train_tokens_per_second': 5154.364}
{'loss': 7.2318, 'grad_norm': 2.109375, 'learning_rate': 0.0001351669670669003, 'epoch': 0.4166666666666667, 'num_input_tokens_seen': 10089888, 'train_runtime': 1957.2613, 'train_tokens_per_second': 5155.105}
{'loss': 7.2362, 'grad_norm': 2.265625, 'learning_rate': 0.00012995666826697819, 'epoch': 0.43333333333333335, 'num_input_tokens_seen': 10492608, 'train_runtime': 2034.4551, 'train_tokens_per_second': 5157.454}
